2.3654,1.5406,1.9896,1.2895,0.49157,2.0565,0.68419,2.0606,0.62121,1.8511,1.0092,0.34681
1.1261,1.1986,-1.4936,-5.4258,-6.1411,-3.0049,-2.8114,-3.5112,-2.8505,-3.5653,-2.4418,0.013936
3.3619,2.8018,2.3002,1.8611,2.06,1.6191,2.0725,2.0671,2.0769,2.0603,2.2323,2.6831
-1.8846,1.8146,-1.7352,-0.84836,1.84,0.38847,-0.07461,2.4243,0.98082,0.75455,NaN,NaN
3.1109,2.247,2.193,1.9111,2.3169,1.8933,2.8409,2.8271,2.6863,2.4764,2.6248,1.4793
-0.87879,2.5158,-0.35893,-0.083592,1.2123,1.3394,0.81107,1.9954,1.2306,-0.21285,1.5989,-0.11732
-1.5028,-0.12477,0.56819,0.57848,-0.18866,1.8106,-0.025445,-0.67526,1.1595,0.90615,-0.31713,0.79178
1.0372,0.44591,0.66928,1.2074,1.6943,0.85672,0.76969,0.67627,-0.33389,-1.4536,-1.3109,1.3698
3.2576,2.9904,2.6665,2.4479,1.4488,2.2582,1.6988,2.6288,0.45264,1.1894,1.7039,1.6496
2.456,1.7049,-0.052662,-2.2912,0.75934,-0.13771,-2.2639,-1.0014,-4.2598,-2.7834,-0.54894,-4.4497
-5.3764,1.5951,-0.46314,2.3087,2.3843,2.5986,3.0729,1.3024,1.1934,3.2124,0.65393,2.3684
-3.648,-5.5185,-5.0107,-7.1181,-6.5811,-4.9419,-5.1192,-4.3823,-3.6007,-4.2844,-5.3557,-9.1261
-6.4919,0.85336,0.70275,-6.5276,-7.8555,-8.7328,-4.9538,-9.0902,-7.2033,-3.9141,-6.0944,-8.7357
-0.32876,1.5519,1.4222,-0.43839,0.38658,0.8332,-0.83595,0.14184,0.46298,-0.3567,-1.1345,1.1703
0.23247,1.142,-0.026773,1.1205,-0.92292,-2.2083,1.8823,-1.2571,0.12099,1.1904,0.86882,1.6686
2.9698,2.2669,2.4248,2.7657,2.8066,2.9836,2.9464,2.7366,2.1903,2.3971,2.002,2.1601
0.33103,-0.55888,1.2142,-2.1605,0.61966,0.52779,0.51026,-0.8319,-1.294,-0.31868,-1.5247,-2.9419
0.95947,2.4009,2.9448,3.3864,1.7226,2.1893,1.0189,3.101,1.8406,-6.5811,-1.4122,-5.1294
4.4252,4.2816,4.3526,3.8066,4.3526,3.9483,2.5387,3.9128,4.0045,3.9483,3.9483,3.9052
-0.11539,0.59408,-1.9588,-0.42372,-0.93909,-0.083544,-0.28287,-0.35854,0.69304,-0.69184,0.47783,0.65388
-0.94832,-4.7837,-2.5869,-3.079,-5.4068,2.0986,-1.3886,-4.1978,-2.2758,-4.1556,-2.6181,-3.8551
3.1368,3.673,-1.9117,3.1821,2.8505,3.543,3.1747,3.4801,2.8175,3.4915,3.2447,4.1115
3.5167,3.4892,3.8899,3.555,3.208,2.4007,-0.89495,3.7134,3.5839,0.6336,3.1239,2.3161
1.8531,1.9291,-1.0111,0.59704,1.9165,1.7802,1.3313,2.1164,1.6873,1.5413,0.78072,2.3368
2.9903,1.9966,1.3631,2.1263,2.5585,0.83876,1.6392,1.8672,2.5859,0.18908,2.7915,-0.84648
1.6372,1.7234,-0.7116,0.29533,0.86812,0.080052,1.5776,-0.52289,0.95885,1.6479,-1.6458,0.42179
0.518,1.4813,0.45871,0.50156,-0.62898,-1.8922,-0.043891,0.40195,-0.61128,0.93136,-0.68057,1.0673
-7.1377,NaN,-9.4177,-9.7868,-9.8682,-10.038,-9.6511,-9.8714,-9.8069,-7.3453,-10.171,-9.7888
-0.42389,0.026087,1.0906,2.3629,-1.051,2.5188,2.01,-0.6189,3.0619,0.12358,-1.8958,2.772
2.155,2.1714,2.1714,2.0054,2.2351,2.0882,2.1477,2.2225,2.3552,2.2168,1.9816,2.5379
1.7162,1.7264,1.6288,1.5275,1.5984,1.5984,1.5009,1.5984,1.5851,1.5275,1.4299,1.5984
2.6819,3.2926,3.3888,3.2503,3.5296,3.5296,4.2389,3.8314,1.8807,1.7042,2.8378,3.3887
-0.084878,0.63712,1.1104,0.25117,1.003,1.4084,0.7204,0.77934,0.82141,0.63686,0.36746,-0.28351
3.6062,3.5026,4.2805,3.4536,3.5091,0.87817,3.045,3.2881,2.0333,3.694,2.3866,2.9386
-6.5064,-4.8857,-5.6827,-5.1184,-2.5748,-1.961,-1.4506,-2.5118,-2.9919,-0.90804,-2.6218,-4.6297
3.4981,3.0435,2.913,3.0435,3.2453,3.0435,3.3809,3.697,2.7077,2.913,2.464,3.2453
2.547,3.3848,3.2708,2.7488,2.4993,2.8798,2.4584,2.9086,2.7485,3.4258,1.6549,2.7273
-3.7651,-3.7309,-4.7689,-3.6834,-4.8661,-4.6915,-4.3721,-4.7354,-4.6988,-4.5367,-4.2828,-4.6003
-3.963,-2.6167,-6.9652,-8.1512,-4.2423,-3.0958,-3.9363,-6.7328,-5.088,-3.5756,0.86383,-7.8284
2.9902,2.6862,2.4565,3.146,2.456,3.088,1.1507,0.87329,0.87484,3.0243,3.0404,2.2699
-0.74588,-0.33725,-7.3237,-2.5768,-6.6245,-4.4242,-5.3122,-8.0196,-2.9475,-5.9239,-1.6739,-2.0783
-3.5859,-1.7748,-2.2599,-1.4146,-5.085,-2.7669,-4.3599,-3.4971,-5.6751,-4.1514,-2.8595,-3.6093
-0.55166,-2.188,-0.34739,0.012847,-0.93565,-2.6286,NaN,-1.5781,-0.29258,-3.2627,-3.171,0.20842
4.7358,4.7358,4.8777,4.7358,4.7358,4.7358,4.7358,4.7358,4.7358,4.7358,4.7358,4.7358
3.6722,0.78761,2.0252,3.5484,2.0446,3.3325,2.4665,2.6989,1.8623,2.7894,2.9463,2.3801
-0.27146,0.96651,1.6847,-1.4763,1.0433,0.75967,1.7446,-0.78847,0.28727,-1.3911,-0.74606,0.17662
-2.3679,1.3792,-5.8874,-1.3049,-2.233,1.105,-0.66731,0.54193,-2.3992,-1.6283,-5.3413,-2.4485
-4.888,-3.7733,-2.5567,-6.81,-7.4559,-7.295,-8.764,-5.3929,-6.049,-6.3027,-5.061,-3.7172
2.3536,2.7253,2.0797,2.3991,1.3782,2.0574,1.2729,1.796,1.9226,2.0369,1.8825,1.796
1.0877,1.0608,-0.73514,3.2309,1.7896,-1.1134,-3.2929,2.1606,0.10284,-3.7528,1.3178,2.3948
0.47377,-1.022,0.73914,-1.5818,-2.3112,-3.333,-0.015048,-0.18082,-3.5604,-0.86269,-0.87131,-1.2966
2.6174,2.4668,-0.78191,2.5289,2.5618,2.2383,2.5778,2.7606,2.2317,2.7016,0.49357,1.2494
-1.2647,0.062233,-0.35833,-1.5814,-0.62069,-0.96008,-0.4895,-2.4616,-1.0373,-1.7396,NaN,-0.25942
-2.0613,-7.8364,-8.934,-10.111,-9.3218,-5.6198,-10.036,-8.2202,-7.0007,-7.8548,-7.1028,-6.1884
1.7318,1.9536,2.2489,1.9856,2.524,2.0125,1.4002,2.4189,2.3223,1.3322,1.7091,1.5837
3.4157,3.1934,3.2044,4.6288,2.1148,2.8784,3.3481,3.7825,-0.05557,3.537,3.3196,3.9642
-0.64911,0.13975,0.59996,0.0066032,-1.9632,-2.6396,0.65934,-0.10973,2.4866,-1.7539,0.34541,-3.0651
2.6664,NaN,3.6537,2.7711,3.3055,1.0069,2.4589,3.9707,2.3421,2.788,-2.8593,1.1809
1.7159,4.0638,2.8897,2.1378,0.93756,1.571,2.8387,2.5442,2.5389,1.5872,-3.7714,2.7083
1.2946,0.24257,-0.89672,-1.2261,-0.56207,-0.73853,-0.1087,-0.24534,-0.51965,0.92041,0.44799,0.5214
-0.60414,-1.0175,-0.19446,-0.29486,-1.4272,-1.4468,0.092699,-0.10759,0.031479,-0.43862,-0.29225,-0.36067
-7.9947,-3.1696,-3.1154,-2.9543,-3.2082,-2.0168,-2.5313,-2.1949,-2.2993,-4.0045,-3.0977,-5.1075
2.0161,0.94361,1.6989,2.6356,2.7081,3.4277,3.583,3.633,3.0193,3.6201,3.2972,0.27816
-3.0227,-4.9985,-5.6413,-3.3515,-2.7308,-4.0793,-3.7076,-1.7942,-1.6274,-3.8628,1.2405,-2.8401
2.9436,3.0874,1.6678,2.1638,1.2551,2.2324,2.2163,2.0146,0.89018,1.2002,2.3138,1.9813
-0.89981,-2.0715,3.0736,1.4485,-0.2985,3.7016,2.7554,1.4799,1.8187,0.55147,-3.2626,-3.5334
-0.39899,-0.62152,0.96939,1.0392,2.1694,1.1292,-1.7805,-0.69383,-0.13407,-3.369,-0.77509,-3.1305
1.9156,3.5928,2.8543,3.4165,3.2165,2.6649,3.4367,2.9137,2.8166,2.7639,3.1357,3.302
3.4458,1.9252,2.878,3.7674,3.6414,-0.53466,-6.1724,-3.5536,2.5545,1.3644,2.0464,2.5505
-3.7226,-3.4827,-4.829,-2.3779,-1.2527,-0.83268,-3.116,-2.5795,-0.88539,-2.2351,-3.7149,-3.2964
-2.8865,-1.6037,-3.8259,-0.27028,-0.26401,0.59798,-3.3713,-0.8215,0.099158,-0.84486,-4.3945,-0.22181
0.71643,-0.60625,-2.0014,0.41829,0.13755,0.14456,1.4789,0.18593,0.48886,2.6539,1.2187,0.19892
1.7336,0.97694,2.4206,3.5825,1.2635,2.9984,1.9662,3.5825,0.81429,1.1746,NaN,NaN
0.385,3.4572,3.4457,2.708,0.55969,3.0142,3.0292,3.081,3.3603,2.8239,2.2406,2.7009
1.6888,1.7062,1.5206,1.2444,1.7709,2.4251,1.7155,2.8617,1.8843,1.5671,2.0301,2.7628
2.1643,2.5128,2.2646,2.0989,2.128,2.4143,2.5724,1.974,2.6437,1.9841,NaN,1.9841
2.0886,-5.5691,-3.4541,-4.0707,-1.9658,-1.992,-2.234,-2.3686,-1.738,-1.2558,1.4801,-2.1191
-3.0078,1.8808,-5.9521,0.94863,1.9151,-3.7533,-1.5678,-0.81926,-3.396,-3.0649,-0.16028,-2.1524
2.7627,2.8145,3.1548,3.0519,3.1903,2.8314,3.0163,3.1548,3.1548,3.1548,3.1194,3.1007
-5.3222,-0.61666,-5.8829,-3.4169,-3.0665,-3.3496,-2.0536,-3.8628,-3.7856,-3.6035,-4.2347,-5.4615
3.3767,2.2787,1.0197,1.1039,1.9503,1.4342,2.0089,1.1831,0.82349,1.4066,1.7625,0.7005
-0.45995,-4.2848,-3.2118,-4.629,0.71881,-2.2886,-0.092174,-4.4566,0.38015,-0.90994,-2.5938,-1.1088
-2.2438,1.6919,-0.89084,-1.8597,0.69406,1.1291,-2.6059,1.4542,-3.8403,-1.2712,-0.91483,3.1586
NaN,-1.7788,-0.62486,0.12228,0.54846,-2.29,-0.82448,-1.5565,-0.40801,0.48683,0.48228,-0.39236
0.84829,1.686,-0.92,0.48565,1.3192,-0.8755,0.44505,2.0231,1.7913,1.2592,-0.63006,0.72658
3.2937,3.7305,3.2495,2.3618,3.3025,3.3279,NaN,NaN,3.3941,3.2931,3.2982,3.0265
-8.3688,-8.8324,-9.1785,-9.1038,-8.1435,-11.666,-9.6576,-8.0348,-8.0659,-8.1539,-9.3934,-6.1583
-2.0475,-1.0819,-0.62677,-0.87732,-1.6889,-1.6407,-1.4533,-1.7198,-2.4791,-6.1315,-4.6107,-3.6234
1.0091,1.5804,1.4055,1.8882,1.4687,2.1798,2.0161,2.0851,2.4523,2.0872,2.3652,2.1525
3.1594,2.6251,1.8938,2.645,2.4093,2.0615,3.7198,3.4529,1.6952,2.8023,1.1807,0.1746
